	a	b	c	d
ENST00000455253	0	0	0	0
ENST00000455275	0	0	0	0
ENST00000455354	0	0	0	0
ENST00000455391	0	0	0	0
ENST00000455392	0	0	0	0
ENST00000455508	0	0	0	0
ENST00000455528	0	0	0	0
ENST00000455567	2271.8139628617	808.803938481882	2271.8139628617	808.803938481882
ENST00000455571	0	3008.12703080893	0	3008.12703080893
ENST00000455701	0	0	0	0
ENST00000455813	0	0	0	0
ENST00000455867	0	254.513659448174	0	254.513659448174
ENST00000455939	0	0	0	0
ENST00000456017	0	0	0	0
ENST00000456084	0	0	0	0
ENST00000456342	0	0	0	0
ENST00000456489	0	0	0	0
ENST00000456507	0	0	0	0
ENST00000456613	0	0	0	0
ENST00000456705	0	0	0	0
ENST00000456825	0	0	0	0
ENST00000456880	0	0	0	0
ENST00000456904	0	0	0	0
ENST00000456917	9793.25466337019	10981.872477364	9793.25466337019	10981.872477364
ENST00000456957	0	4410.59110242204	0	4410.59110242204
ENST00000456966	835.635151972429	0	835.635151972429	0
ENST00000457068	0	0	0	0
ENST00000457143	1872.77285835908	0	1872.77285835908	0
ENST00000457157	0	0	0	0
ENST00000457162	1252.52761875018	0	1252.52761875018	0
ENST00000457208	0	0	0	0
ENST00000457325	0	0	0	0
ENST00000457359	369.540237709238	828.847387252612	369.540237709238	828.847387252612
ENST00000457565	0	0	0	0
ENST00000457669	0	0	0	0
ENST00000457709	0	0	0	0
ENST00000457807	0	0	0	0
ENST00000457828	0.0612262769988401	931.541488480349	0.0612262769988401	931.541488480349
ENST00000457881	0	0	0	0
ENST00000457905	0	0	0	0
ENST00000457956	0	0	0	0
ENST00000458015	0	0	0	0
ENST00000458138	0	0	0	0
ENST00000458223	0	0	0	0
ENST00000458295	0	0	0	0
ENST00000458316	0	917.950866170636	0	917.950866170636
ENST00000458356	0	0	0	0
ENST00000458387	0	0	0	0
ENST00000458479	0	322.140798459172	0	322.140798459172
ENST00000458495	0	0	0	0
ENST00000458654	0	0	0	0
ENST00000458922	22797.7176771739	22798.3440318305	22797.7176771739	22798.3440318305
ENST00000458992	0	0	0	0
ENST00000459639	421.935764512977	459.004630714074	421.935764512977	459.004630714074
ENST00000459741	337.422525682154	0	337.422525682154	0
ENST00000459833	0	0	0	0
ENST00000459895	0	0	0	0
ENST00000459909	1750.17002496211	0	1750.17002496211	0
ENST00000459922	0	0	0	0
ENST00000459939	1292.19241808529	0	1292.19241808529	0
ENST00000460011	0	0	0	0
ENST00000460020	0	0	0	0
ENST00000460174	0	0	0	0
ENST00000460207	0	0	0	0
ENST00000460212	0	0	0	0
ENST00000460259	0	0	0	0
ENST00000460305	0	3033.20957003216	0	3033.20957003216
ENST00000460328	1948.0642864843	0	1948.0642864843	0
ENST00000460521	0	0	0	0
ENST00000460557	0	0	0	0
ENST00000460679	0	0	0	0
ENST00000460704	0	0	0	0
ENST00000460734	330.193661890697	0	330.193661890697	0
ENST00000460740	2438.09394478209	1366.59674482839	2438.09394478209	1366.59674482839
ENST00000460783	376.357142243666	0	376.357142243666	0
ENST00000460883	0	0	0	0
ENST00000460886	0	0	0	0
ENST00000460905	0	0	0	0
ENST00000460932	0	0	0	0
ENST00000460989	0	1504.48783877476	0	1504.48783877476
ENST00000461088	0	0	0	0
ENST00000461123	0	0	0	0
ENST00000461281	0	0	0	0
ENST00000461686	781.934041227075	0	781.934041227075	0
ENST00000461785	0	0	0	0
ENST00000461889	0	0	0	0
ENST00000462050	0	0	0	0
ENST00000462212	0	0	0	0
ENST00000462214	0	0	0	0
ENST00000462224	0	0	0	0
ENST00000462262	0	968.021610133523	0	968.021610133523
ENST00000462267	0	0	0	0
ENST00000462274	0	0	0	0
ENST00000462349	898.385821135609	0	898.385821135609	0
ENST00000462467	0	0	0	0
ENST00000462566	0	0	0	0
ENST00000462569	0	1480.61149910935	0	1480.61149910935
ENST00000462571	0	0	0	0
ENST00000462742	212.129634022128	289.104910857671	212.129634022128	289.104910857671
ENST00000463060	0	0	0	0
ENST00000463070	0	0	0	0
ENST00000463099	0	0	0	0
ENST00000463138	0	0	0	0
ENST00000463216	2324.77557222654	0	2324.77557222654	0
ENST00000463276	0	0	0	0
ENST00000463599	0	0	0	0
ENST00000463631	0	0	0	0
ENST00000463668	521.165469258421	450.002095864757	521.165469258421	450.002095864757
ENST00000463674	0	0	0	0
ENST00000463771	0	0	0	0
ENST00000463807	1022.83594426749	1146.73623784984	1022.83594426749	1146.73623784984
ENST00000463902	3572.93135157636	993.38292729399	3572.93135157636	993.38292729399
ENST00000463917	0	0	0	0
ENST00000464037	0	0	0	0
ENST00000464058	1339.75735268718	0	1339.75735268718	0
ENST00000464078	0	0	0	0
ENST00000464215	0	0	0	0
ENST00000464256	0	0	0	0
ENST00000464265	731.380631022476	443.953038402792	731.380631022476	443.953038402792
ENST00000464357	0	0	0	0
ENST00000464435	1157.18289725854	1297.28025186917	1157.18289725854	1297.28025186917
ENST00000464589	0	0	0	0
ENST00000464664	0	1523.88798487052	0	1523.88798487052
ENST00000464750	0	0	0	0
ENST00000464778	1923.89346178115	1343.95924054247	1923.89346178115	1343.95924054247
ENST00000464867	0	0	0	0
ENST00000465077	0	0	0	0
ENST00000465143	0	0	0	0
ENST00000465326	0	474.501100890039	0	474.501100890039
ENST00000465356	3510.72228035114	1468.11310790153	3510.72228035114	1468.11310790153
ENST00000465532	0	0	0	0
ENST00000465574	0	0	0	0
ENST00000465732	0.00755616273539473	0.00905848132742693	0.00755616273539473	0.00905848132742693
ENST00000465834	181.987036434179	1213.13204688274	181.987036434179	1213.13204688274
ENST00000465905	0	0	0	0
ENST00000465955	0	0	0	0
ENST00000465968	0	0	0	0
ENST00000465978	0	0	0	0
ENST00000466122	927.415930964053	0	927.415930964053	0
ENST00000466134	252.20806827477	934.294820897813	252.20806827477	934.294820897813
ENST00000466285	0	0	0	0
ENST00000466328	0	0	0	0
ENST00000466434	0	0	0	0
ENST00000466453	0	0	0	0
ENST00000466472	0	3064.60720730991	0	3064.60720730991
ENST00000466474	381.031450152847	0	381.031450152847	0
ENST00000466639	0	872.183621185688	0	872.183621185688
ENST00000466746	0	0	0	0
ENST00000466787	122.236699174251	0	122.236699174251	0
ENST00000466846	1213.29765819409	469.50251807283	1213.29765819409	469.50251807283
ENST00000466861	0	0	0	0
ENST00000466882	62.8662523404903	789.990422553897	62.8662523404903	789.990422553897
ENST00000466954	0	0	0	0
ENST00000467026	0	0	0	0
ENST00000467060	0	4685.79619275355	0	4685.79619275355
ENST00000467074	0	730.137682199682	0	730.137682199682
ENST00000467112	0	0	0	0
ENST00000467162	1234.5767661378	0	1234.5767661378	0
ENST00000467280	0	0	0	0
ENST00000467315	0	0	0	0
ENST00000467358	1484.70834602026	1882.42549946093	1484.70834602026	1882.42549946093
ENST00000467403	0	0	0	0
ENST00000467409	0	0	0	0
ENST00000467445	0	0	0	0
ENST00000467510	0	0	0	0
ENST00000467565	0	0	0	0
ENST00000467573	0	0	0	0
ENST00000467575	0	0	0	0
ENST00000467577	0	0	0	0
ENST00000467616	0	1734.40646658464	0	1734.40646658464
ENST00000467692	0	0	0	0
ENST00000467731	553.583411078276	1229.68493818483	553.583411078276	1229.68493818483
ENST00000467818	0	0	0	0
ENST00000467908	126.365985702767	0	126.365985702767	0
ENST00000468009	0	0	0	0
ENST00000468016	0	0	0	0
ENST00000468039	0	0	0	0
ENST00000468059	0	0	0	0
ENST00000468090	0.0367264589639523	1.20455672375168	0.0367264589639523	1.20455672375168
ENST00000468349	919.700383162031	0	919.700383162031	0
ENST00000468360	0	0	0	0
ENST00000468392	6284.84455069044	1087.87978247197	6284.84455069044	1087.87978247197
ENST00000468429	0	0	0	0
ENST00000468474	0	0	0	0
ENST00000468506	2687.40575733244	3012.51550019064	2687.40575733244	3012.51550019064
ENST00000468508	1264.63406450337	0	1264.63406450337	0
ENST00000468643	0	0	0	0
ENST00000468717	0	0	0	0
ENST00000468726	0	0	0	0
ENST00000468788	0	0	0	0
ENST00000468805	0	0	0	0
ENST00000468864	123.993403739669	246.066602901365	123.993403739669	246.066602901365
ENST00000468874	1412.23686341702	1583.03477081515	1412.23686341702	1583.03477081515
ENST00000468924	0	0	0	0
ENST00000468982	0	0	0	0
ENST00000469079	0	0	0	0
ENST00000469087	0	538.341338485278	0	538.341338485278
ENST00000469240	0	0	0	0
ENST00000469393	0	0	0	0
ENST00000469395	0	0	0	0
ENST00000469412	0	0	0	0
ENST00000469482	543.586013553701	0	543.586013553701	0
ENST00000469521	0	0	0	0
ENST00000469658	0	0	0	0
ENST00000469939	0	0	0	0
ENST00000470029	0	2129.68310335987	0	2129.68310335987
ENST00000470054	0	506.661669899415	0	506.661669899415
ENST00000470108	0	0	0	0
ENST00000470196	0	0	0	0
ENST00000470450	0	0	0	0
ENST00000470533	0	0	0	0
ENST00000470545	0	1177.28801222941	0	1177.28801222941
ENST00000470586	0	0	0	0
ENST00000470658	0	0	0	0
ENST00000470682	0	0	0	0
ENST00000470742	0	0	0	0
ENST00000470800	0	0	0	0
ENST00000470864	0	0	0	0
ENST00000470886	695.484502443758	390.011847992467	695.484502443758	390.011847992467
ENST00000470912	0	0	0	0
ENST00000470944	993.958464001472	1844.37473466179	993.958464001472	1844.37473466179
ENST00000470987	0	0	0	0
ENST00000471250	0	0	0	0
ENST00000471260	0	1974.90991492905	0	1974.90991492905
ENST00000471269	0	1588.78909026972	0	1588.78909026972
ENST00000471277	3363.31094191625	0	3363.31094191625	0
ENST00000471407	0	0	0	0
ENST00000471468	0	0	0	0
ENST00000471490	203.593675753641	242.409823715039	203.593675753641	242.409823715039
ENST00000471540	0	0	0	0
ENST00000471689	0	0	0	0
ENST00000471860	0	2584.68529536884	0	2584.68529536884
ENST00000471902	0	0	0	0
ENST00000471909	0	3651.88923569811	0	3651.88923569811
ENST00000472184	0	0	0	0
ENST00000472191	0	0	0	0
ENST00000472272	0	0	0	0
ENST00000472318	1248.49357337476	0	1248.49357337476	0
ENST00000472364	1124.85111761897	1594.10835279924	1124.85111761897	1594.10835279924
ENST00000472398	363.988472514457	0	363.988472514457	0
ENST00000472401	0	0	0	0
ENST00000472429	0	0	0	0
ENST00000472548	0	0	0	0
ENST00000472557	0	1560.31127402646	0	1560.31127402646
ENST00000472587	0	0	0	0
ENST00000472588	0	703.941806885381	0	703.941806885381
ENST00000472602	0	0	0	0
ENST00000472607	0	0	0	0
ENST00000472777	0	0	0	0
ENST00000473102	0	0	0	0
ENST00000473107	0	0	0	0
ENST00000473212	0	371.570413386977	0	371.570413386977
ENST00000473381	0	0	0	0
ENST00000473752	0	0	0	0
ENST00000473813	0	0	0	0
ENST00000473988	0	1922.5158679768	0	1922.5158679768
ENST00000474011	0	0	0	0
ENST00000474114	0	901.868223266169	0	901.868223266169
ENST00000474132	0	0	0	0
ENST00000474136	0	0	0	0
ENST00000474272	0	0	0	0
ENST00000474319	0	0	0	0
ENST00000474336	1861.51075841528	1547.42957418972	1861.51075841528	1547.42957418972
ENST00000474355	3384.31453304538	0	3384.31453304538	0
ENST00000474368	575.143768209615	967.533947091286	575.143768209615	967.533947091286
ENST00000474455	405.359075508479	1113.02276702617	405.359075508479	1113.02276702617
ENST00000474596	0	0	0	0
ENST00000474735	0	0	0	0
ENST00000474737	0	2145.44604664985	0	2145.44604664985
ENST00000474775	0	0	0	0
ENST00000474835	0	950.292631816005	0	950.292631816005
ENST00000475009	0	0	0	0
ENST00000475045	0	0	0	0
ENST00000475047	780.251092339706	810.071094306297	780.251092339706	810.071094306297
ENST00000475072	2459.75587897574	2493.05955112769	2459.75587897574	2493.05955112769
ENST00000475170	0	59.6995033042777	0	59.6995033042777
ENST00000475205	0	0	0	0
ENST00000475297	0	0	0	0
ENST00000475344	1217.97678616475	2285.30705789447	1217.97678616475	2285.30705789447
ENST00000475402	2147.73930571103	0	2147.73930571103	0
ENST00000475422	0	0	0	0
ENST00000475534	0	0	0	0
ENST00000475618	0	0	0	0
ENST00000475639	370.295570226661	1132.44463174117	370.295570226661	1132.44463174117
ENST00000475776	0	0	0	0
ENST00000475838	0	0	0	0
ENST00000475864	0	0	0	0
ENST00000476084	0	2034.99083514492	0	2034.99083514492
ENST00000476106	8.69851111858496e-05	5944.21573437393	8.69851111858496e-05	5944.21573437393
ENST00000476313	0	0	0	0
ENST00000476326	0	0	0	0
ENST00000476524	0	0	0	0
ENST00000476653	0	0	0	0
ENST00000476784	0	451.278976556794	0	451.278976556794
ENST00000476848	1375.84324322011	933.601434516544	1375.84324322011	933.601434516544
ENST00000476914	0	0	0	0
ENST00000476948	4507.23582730449	6040.8515731903	4507.23582730449	6040.8515731903
ENST00000476950	0	0	0	0
ENST00000477091	0	0	0	0
ENST00000477351	0	0	0	0
ENST00000477419	1300.86516403322	0	1300.86516403322	0
ENST00000477513	0	0	0	0
ENST00000477633	0	1178.24318718098	0	1178.24318718098
ENST00000477954	0	0	0	0
ENST00000478035	1742.30371129347	0	1742.30371129347	0
ENST00000478105	551.143750054591	443.335200733811	551.143750054591	443.335200733811
ENST00000478183	1800.90035280405	1009.98139314779	1800.90035280405	1009.98139314779
ENST00000478200	0	0	0	0
ENST00000478268	1904.51923340246	944.168541540722	1904.51923340246	944.168541540722
ENST00000478273	0	0	0	0
ENST00000478282	1019.97594148074	0	1019.97594148074	0
ENST00000478313	2130.03710947481	0	2130.03710947481	0
ENST00000478372	0	0	0	0
ENST00000478426	0	0	0	0
ENST00000478613	0	0	0	0
ENST00000478674	0	1423.4200227049	0	1423.4200227049
ENST00000478680	8374.71313692948	2664.39024351466	8374.71313692948	2664.39024351466
ENST00000478709	0	0	0	0
ENST00000478932	1276.20490202575	715.620725932815	1276.20490202575	715.620725932815
ENST00000479117	0	6.10416083122104	0	6.10416083122104
ENST00000479127	0	0	0	0
ENST00000479152	1639.160525607	715.632840168437	1639.160525607	715.632840168437
ENST00000479153	2171.70999971725	1861.77912142105	2171.70999971725	1861.77912142105
ENST00000479202	2492.90294664877	0	2492.90294664877	0
ENST00000479325	0	2400.0661830555	0	2400.0661830555
ENST00000479378	0	0	0	0
ENST00000479424	0	0	0	0
ENST00000479429	0	0	0	0
ENST00000479548	0	0	0	0
ENST00000479557	0	0	0	0
ENST00000479586	0	0	0	0
ENST00000479654	715.415515668165	530.731508457127	715.415515668165	530.731508457127
ENST00000479810	0	0	0	0
ENST00000479849	0	0	0	0
ENST00000479930	227.825308515693	487.690705477215	227.825308515693	487.690705477215
ENST00000479964	0	0	0	0
ENST00000480147	816.478000203688	1136.26924479649	816.478000203688	1136.26924479649
ENST00000480179	0	0	0	0
ENST00000480196	0	4805.5433322563	0	4805.5433322563
ENST00000480234	0	0	0	0
ENST00000480359	0	0	0	0
ENST00000480452	0	2475.21324382933	0	2475.21324382933
ENST00000480456	1.30090601320071e-05	0	1.30090601320071e-05	0
ENST00000480486	793.556503979024	1779.54659276813	793.556503979024	1779.54659276813
ENST00000480553	608.976042281806	731.349221451236	608.976042281806	731.349221451236
ENST00000480612	1312.41305174805	3084.24037266444	1312.41305174805	3084.24037266444
ENST00000480690	3999.4520843032	0	3999.4520843032	0
ENST00000480786	0	0	0	0
ENST00000480893	0	0	0	0
ENST00000480896	663.011110907745	566.345144636576	663.011110907745	566.345144636576
ENST00000480950	0	0	0	0
ENST00000481022	0	0	0	0
ENST00000481059	0	0	0	0
ENST00000481113	3239.07385470128	0	3239.07385470128	0
ENST00000481185	0	271.551173276617	0	271.551173276617
ENST00000481302	2575.89075336734	2885.94044387844	2575.89075336734	2885.94044387844
ENST00000481319	1758.10769190164	2817.13496681743	1758.10769190164	2817.13496681743
ENST00000481411	0	0	0	0
ENST00000481448	0	0	0	0
ENST00000481458	968.426946366386	0	968.426946366386	0
ENST00000481460	5297.0691355617	0	5297.0691355617	0
ENST00000481477	0	0	0	0
ENST00000481512	2.14840996749593	0.360599394893399	2.14840996749593	0.360599394893399
ENST00000481546	1387.64203744497	0	1387.64203744497	0
ENST00000481582	0	0	0	0
ENST00000481605	0	0	0	0
ENST00000481609	0	0	0	0
ENST00000481638	0	0	0	0
ENST00000481710	0	0	0	0
ENST00000481838	0	0	0	0
ENST00000481861	0	0	0	0
ENST00000481883	1465.73425715593	785.713267431998	1465.73425715593	785.713267431998
ENST00000481921	1433.12105010383	1606.42991355987	1433.12105010383	1606.42991355987
ENST00000482032	0	0	0	0
ENST00000482084	0	0	0	0
ENST00000482186	440.933312267681	336.99185094164	440.933312267681	336.99185094164
ENST00000482192	0	0	0	0
ENST00000482273	5.21621163435142	0	5.21621163435142	0
ENST00000482318	0	0	0	0
ENST00000482508	595.011838378852	0	595.011838378852	0
ENST00000482533	0	1038.80870332158	0	1038.80870332158
ENST00000482575	1923.89346178115	2156.08495180592	1923.89346178115	2156.08495180592
ENST00000482663	1758.10769190164	0	1758.10769190164	0
ENST00000482679	408.150520616054	242.703730488473	408.150520616054	242.703730488473
ENST00000482733	1473.99119568113	1652.21272734436	1473.99119568113	1652.21272734436
ENST00000482761	622.471048590922	0	622.471048590922	0
ENST00000482775	0	0	0	0
ENST00000482915	1582.28918966687	1773.52035724872	1582.28918966687	1773.52035724872
ENST00000482953	579.495701839145	605.397613097125	579.495701839145	605.397613097125
ENST00000482980	0	0	0	0
ENST00000483178	0	0	0	0
ENST00000483315	0.000239627105889817	512.333297525161	0.000239627105889817	512.333297525161
ENST00000483326	1274.36391099325	0	1274.36391099325	0
ENST00000483568	0	0	0	0
ENST00000483844	1386.97226032234	1554.73196719203	1386.97226032234	1554.73196719203
ENST00000483896	197.087350558942	1440.29735412909	197.087350558942	1440.29735412909
ENST00000483973	0	0	0	0
ENST00000483977	783.910618682148	2198.16476164504	783.910618682148	2198.16476164504
ENST00000484028	0	1694.05549713026	0	1694.05549713026
ENST00000484047	914.654575775379	350.383782075121	914.654575775379	350.383782075121
ENST00000484090	0	0	0	0
ENST00000484174	0	0	0	0
ENST00000484294	0	0	0	0
ENST00000484377	0	1671.26496536558	0	1671.26496536558
ENST00000484403	0	0	0	0
ENST00000484465	1267.50460021999	8261.14987331338	1267.50460021999	8261.14987331338
ENST00000484627	0	1438.02699302411	0	1438.02699302411
ENST00000484712	1519.52972351731	0	1519.52972351731	0
ENST00000484808	0	0	0	0
ENST00000484861	0	0	0	0
ENST00000484865	2689.42851092314	501.792299231214	2689.42851092314	501.792299231214
ENST00000484878	0	0	0	0
ENST00000484887	0	0	0	0
ENST00000484983	0	0	0	0
ENST00000485067	1860.114250505	1668.82941549671	1860.114250505	1668.82941549671
ENST00000485190	0	0	0	0
ENST00000485206	0	0	0	0
ENST00000485207	4713.30329351261	2968.38560065729	4713.30329351261	2968.38560065729
ENST00000485272	0	0	0	0
ENST00000485299	0	0	0	0
ENST00000485357	0	0	0	0
ENST00000485402	0	0	0	0
ENST00000485488	0	0	0	0
ENST00000485493	0	0	0	0
ENST00000485550	0	0	0	0
ENST00000485591	0	0	0	0
ENST00000485621	0.0243676248743209	2400.0661830555	0.0243676248743209	2400.0661830555
ENST00000485649	0	0	0	0
ENST00000485790	1089.37069839161	0	1089.37069839161	0
ENST00000485865	1437.37329550403	0	1437.37329550403	0
ENST00000485895	0	365.941318740205	0	365.941318740205
ENST00000485933	0	0	0	0
ENST00000486002	0	0	0	0
ENST00000486023	0	66.0303691231592	0	66.0303691231592
ENST00000486098	0	0	0	0
ENST00000486126	973.01869354024	1530.26473116473	973.01869354024	1530.26473116473
ENST00000486275	0	0	0	0
ENST00000486303	0	0	0	0
ENST00000486363	0	0	0	0
ENST00000486367	0	0	0	0
ENST00000486427	0	3497.06682579352	0	3497.06682579352
ENST00000486519	0	0	0	0
ENST00000486520	804.244745945924	901.993394308077	804.244745945924	901.993394308077
ENST00000486719	0	0	0	0
ENST00000486741	0	0	0	0
ENST00000486746	1341.34280497138	0	1341.34280497138	0
ENST00000486812	250.681174203832	505.372166061441	250.681174203832	505.372166061441
ENST00000486902	0	1404.1090379916	0	1404.1090379916
ENST00000486937	502.135750226581	638.742988142812	502.135750226581	638.742988142812
ENST00000487113	0	0	0	0
ENST00000487155	0	2422.22898276896	0	2422.22898276896
ENST00000487266	0	1436.58359602661	0	1436.58359602661
ENST00000487297	291.900452513797	608.149814317849	291.900452513797	608.149814317849
ENST00000487374	0	4914.36194479347	0	4914.36194479347
ENST00000487427	0	0	0	0
ENST00000487434	5864.6246681985	6766.48406286077	5864.6246681985	6766.48406286077
ENST00000487711	0	0	0	0
ENST00000487869	0	0	0	0
ENST00000487909	391.957400104529	439.59726812625	391.957400104529	439.59726812625
ENST00000487951	0	1652.21272734436	0	1652.21272734436
ENST00000487990	0	0	0	0
ENST00000487994	0	0	0	0
ENST00000488166	2160.83778756866	1661.85412530454	2160.83778756866	1661.85412530454
ENST00000488167	0	0	0	0
ENST00000488368	0	0	0	0
ENST00000488392	3300.15089664577	0	3300.15089664577	0
ENST00000488492	0	0	0	0
ENST00000488522	0	0	0	0
ENST00000488526	1559.99473658962	2574.9972675245	1559.99473658962	2574.9972675245
ENST00000488556	0	0	0	0
ENST00000488577	0	0	0	0
ENST00000488791	0	2882.69170051807	0	2882.69170051807
ENST00000489072	0	0	0	0
ENST00000489175	0	465.94024133926	0	465.94024133926
ENST00000489201	0	0	0	0
ENST00000489261	0	0	0	0
ENST00000489319	0	0	0	0
ENST00000489469	0	0	0	0
ENST00000489661	0	0	0	0
ENST00000489676	0	0	0	0
ENST00000489821	0	0	0	0
ENST00000489903	0	0	0	0
ENST00000490032	3003.47059005331	3397.82087761909	3003.47059005331	3397.82087761909
ENST00000490091	1882.17079862135	1300.50165648331	1882.17079862135	1300.50165648331
ENST00000490184	0	0	0	0
ENST00000490220	0	0	0	0
ENST00000490358	0	0	0	0
ENST00000490393	2505.09544971233	2328.21831338312	2505.09544971233	2328.21831338312
ENST00000490450	0	0	0	0
ENST00000490468	592.455793545287	125.925462377367	592.455793545287	125.925462377367
ENST00000490479	0	294.973203743552	0	294.973203743552
ENST00000490666	8491.33670818971	1767.17955788338	8491.33670818971	1767.17955788338
ENST00000490714	0	0	0	0
ENST00000490803	0	0	0	0
ENST00000490860	0	0	0	0
ENST00000490865	0	0	0	0
ENST00000490982	0	1192.33393556766	0	1192.33393556766
ENST00000491110	4627.92773318726	0	4627.92773318726	0
ENST00000491183	0	0	0	0
ENST00000491298	0	7340.28963381201	0	7340.28963381201
ENST00000491389	0	0	0	0
ENST00000491395	0	2894.55118500239	0	2894.55118500239
ENST00000491486	1408.42747888972	1216.83130130653	1408.42747888972	1216.83130130653
ENST00000491513	0	0	0	0
ENST00000491559	0	0	0	0
ENST00000491564	0	0	0	0
ENST00000491625	0	0	0	0
ENST00000491666	1254.97098630472	3405.76222913886	1254.97098630472	3405.76222913886
ENST00000491703	1467.2916719898	0	1467.2916719898	0
ENST00000491729	787.90253272933	1604.41693634811	787.90253272933	1604.41693634811
ENST00000491756	0	0	0	0
ENST00000491776	985.117664392178	0	985.117664392178	0
ENST00000491794	0	0	0	0
ENST00000491828	0	0	0	0
ENST00000491838	0	0	0	0
ENST00000491927	0	0	0	0
ENST00000491952	9115.94784039966	10493.7779099879	9115.94784039966	10493.7779099879
ENST00000492229	0	3510.94447500473	0	3510.94447500473
ENST00000492275	0	0	0	0
ENST00000492280	337.096832184433	377.755855560305	337.096832184433	377.755855560305
ENST00000492336	0	0	0	0
ENST00000492414	0	0	0	0
ENST00000492514	0	0	0	0
ENST00000492600	0	0	0	0
ENST00000492603	0	0	0	0
ENST00000492638	0	1570.96721221804	0	1570.96721221804
ENST00000492656	0	0	0	0
ENST00000492742	0	0	0	0
ENST00000492760	0	0	0	0
ENST00000492833	0	0	0	0
ENST00000492851	0	0	0	0
ENST00000492864	1006.89519766777	0	1006.89519766777	0
ENST00000492930	0	1463.1726345896	0	1463.1726345896
ENST00000492962	0	1127.40890939221	0	1127.40890939221
ENST00000493019	0	0	0	0
ENST00000493196	531.204745505798	297.87544060613	531.204745505798	297.87544060613
ENST00000493295	0	0	0	0
ENST00000493464	0	0	0	0
ENST00000493503	0	0	0	0
ENST00000493524	0	0	0	0
ENST00000493640	0	0	0	0
ENST00000493753	2673.50486619422	3748.53267987842	2673.50486619422	3748.53267987842
ENST00000493811	0	0	0	0
ENST00000493883	0	0	0	0
ENST00000494243	0	0	0	0
ENST00000494252	0	0	0	0
ENST00000494296	0	2562.74856735829	0	2562.74856735829
ENST00000494310	0	0	0	0
ENST00000494435	1084.24225110717	0	1084.24225110717	0
ENST00000494498	0	0	0	0
ENST00000494690	0	1988.45770248728	0	1988.45770248728
ENST00000494755	0	0	0	0
ENST00000494829	224.918029952997	0	224.918029952997	0
ENST00000495005	9201.05137088759	10379.9486696959	9201.05137088759	10379.9486696959
ENST00000495007	0	1003.19406526457	0	1003.19406526457
ENST00000495055	0	611.390875476282	0	611.390875476282
ENST00000495217	0	1645.95814632805	0	1645.95814632805
ENST00000495240	0	0	0	0
