	a	b	c	d
ENST00000495274	0	0	0	0
ENST00000495343	0	0	0	0
ENST00000495344	0	0	0	0
ENST00000495363	0	0	0	0
ENST00000495475	33190.5839768143	0	33190.5839768143	0
ENST00000495521	0	1.44756536136048e-05	0	1.44756536136048e-05
ENST00000495656	0	0	0	0
ENST00000495858	2040.34624962148	5119.02910962409	2040.34624962148	5119.02910962409
ENST00000495892	1196.13046796959	1117.92523266143	1196.13046796959	1117.92523266143
ENST00000496044	89.5781173779184	2494.55206611879	89.5781173779184	2494.55206611879
ENST00000496121	0	4517.371322077	0	4517.371322077
ENST00000496124	0	0	0	0
ENST00000496321	763.094535314528	0	763.094535314528	0
ENST00000496395	0	0	0	0
ENST00000496416	4920.64291762805	1927.84434428184	4920.64291762805	1927.84434428184
ENST00000496462	1643.68223729146	861.717890418834	1643.68223729146	861.717890418834
ENST00000496485	2331.80553750732	0	2331.80553750732	0
ENST00000496601	0	0	0	0
ENST00000496607	1177.52090737926	1204.00375006842	1177.52090737926	1204.00375006842
ENST00000496615	0	0	0	0
ENST00000496664	0	0	0	0
ENST00000496759	0	0	0	0
ENST00000496773	0	0	0	0
ENST00000496774	0	0	0	0
ENST00000496779	780.752871980508	623.221526351339	780.752871980508	623.221526351339
ENST00000496783	1000.38500888712	1682.73681318617	1000.38500888712	1682.73681318617
ENST00000496824	0	0	0	0
ENST00000497243	0	0	0	0
ENST00000497313	0	0	0	0
ENST00000497493	968.540883197092	1058.58723490914	968.540883197092	1058.58723490914
ENST00000497547	2264.22733091462	0	2264.22733091462	0
ENST00000497630	650.456683299072	0	650.456683299072	0
ENST00000497664	480.617880865927	2093.78848761457	480.617880865927	2093.78848761457
ENST00000497805	0	0	0	0
ENST00000497833	0	316.514711155203	0	316.514711155203
ENST00000497873	812.697408539023	0	812.697408539023	0
ENST00000497881	785.215794833629	1490.94594377826	785.215794833629	1490.94594377826
ENST00000497909	0	0	0	0
ENST00000498040	0	0	0	0
ENST00000498121	0	0	0	0
ENST00000498151	0	4576.04937118163	0	4576.04937118163
ENST00000498210	0	0	0	0
ENST00000498355	0	0	0	0
ENST00000498371	0	0	0	0
ENST00000498430	128.698561287469	488.673211295207	128.698561287469	488.673211295207
ENST00000498614	297.915548498597	1665.33391769739	297.915548498597	1665.33391769739
ENST00000498666	1437.56152933444	1193.88462767484	1437.56152933444	1193.88462767484
ENST00000498670	0	0	0	0
ENST00000498789	988.91443199959	1108.72227606665	988.91443199959	1108.72227606665
ENST00000498799	0	0	0	0
ENST00000498841	450.16048273601	0	450.16048273601	0
ENST00000504298	2400.35129328513	1345.45249766278	2400.35129328513	1345.45249766278
ENST00000507941	0	0	0	0
ENST00000508999	0	0	0	0
ENST00000515969	0	0	0	0
ENST00000516042	0	0	0	0
ENST00000516163	0	0	0	0
ENST00000516236	0	0	0	0
ENST00000516390	0	0	0	0
ENST00000516464	0	0	0	0
ENST00000516653	0	0	0	0
ENST00000516797	0	0	0	0
ENST00000516810	0	0	0	0
ENST00000517106	0	0	0	0
ENST00000517141	0	0	0	0
ENST00000517154	0	0	0	0
ENST00000517452	0	0	0	0
ENST00000517563	0	0	0	0
ENST00000517777	0	0	0	0
ENST00000517819	0	0	0	0
ENST00000518033	0	2186.95475578632	0	2186.95475578632
ENST00000518236	0	0	0	0
ENST00000518498	0	0	0	0
ENST00000520389	0	0	0	0
ENST00000521987	3741.79649107449	0	3741.79649107449	0
ENST00000521995	0	0	0	0
ENST00000522411	365.767961616825	1660.59062996836	365.767961616825	1660.59062996836
ENST00000522688	0	0	0	0
ENST00000522931	1008.93774255671	0	1008.93774255671	0
ENST00000523126	0	1.66855259009067	0	1.66855259009067
ENST00000523323	0.0338194101662905	0	0.0338194101662905	0
ENST00000523663	0	0	0	0
ENST00000524251	0	0	0	0
ENST00000527919	0	0	0	0
ENST00000528477	234.722420079233	0	234.722420079233	0
ENST00000530812	0	0	0	0
ENST00000530908	886.560497804785	0	886.560497804785	0
ENST00000534991	0	2649.90515410981	0	2649.90515410981
ENST00000535199	741.208007827111	831.096879462391	741.208007827111	831.096879462391
ENST00000536861	0	0	0	0
ENST00000540756	0	0	0	0
ENST00000540844	0	0	0	0
ENST00000541036	0	1217.06600038566	0	1217.06600038566
ENST00000542230	0	0	0	0
ENST00000543733	530.300294639059	594.66702496305	530.300294639059	594.66702496305
ENST00000545369	4074.54216604827	264.155286667259	4074.54216604827	264.155286667259
ENST00000545939	0	0	0	0
ENST00000546158	0	0	0	0
ENST00000546469	0	0	0	0
ENST00000546482	0	0	0	0
ENST00000547141	0	0	0	0
ENST00000547201	937.418018807829	0	937.418018807829	0
ENST00000547341	0	0	0	0
ENST00000547595	4364.07216117509	5082.47623193608	4364.07216117509	5082.47623193608
ENST00000547657	0	0	0	0
ENST00000548219	0	0	0	0
ENST00000548467	0	0	0	0
ENST00000548570	0	0	0	0
ENST00000548700	0	0	0	0
ENST00000549158	0	0	0	0
ENST00000549265	0	0	0	0
ENST00000549362	0	0	0	0
ENST00000549805	0	0	0	0
ENST00000549932	0	0	0	0
ENST00000549948	2042.97659212282	0	2042.97659212282	0
ENST00000550131	4380.48015864179	4988.46846284287	4380.48015864179	4988.46846284287
ENST00000551367	0	0	0	0
ENST00000551422	0	0	0	0
ENST00000551788	0	0	0	0
ENST00000552581	0	1241.7079974057	0	1241.7079974057
ENST00000553001	0	0	0	0
ENST00000557820	0	0	0	0
ENST00000558955	0	0	0	0
ENST00000559466	681.884166803959	764.598655026093	681.884166803959	764.598655026093
ENST00000560448	0	712.799982645798	0	712.799982645798
ENST00000565564	0	0	0	0
ENST00000565959	964.901057271124	0	964.901057271124	0
ENST00000567517	0	2274.51371644624	0	2274.51371644624
ENST00000567670	0	0	0	0
ENST00000568332	2190.21131273068	2454.25585427469	2190.21131273068	2454.25585427469
ENST00000569966	0	0	0	0
ENST00000577708	0	0	0	0
ENST00000578829	0	0	0	0
ENST00000579137	0	0	0	0
ENST00000579533	0	0	0	0
ENST00000580069	0	0	0	0
ENST00000580304	0	0	0	0
ENST00000581194	0	0	0	0
ENST00000581640	0	0	0	0
ENST00000581669	0	0	0	0
ENST00000581787	0	0	0	0
ENST00000581792	10687.8717114399	10949.2672601255	10687.8717114399	10949.2672601255
ENST00000582241	0	0	0	0
ENST00000582575	0	0	0	0
ENST00000583100	0	7348.66998850991	0	7348.66998850991
ENST00000583496	0	0	0	0
ENST00000584048	0	0	0	0
ENST00000584169	0	0	0	0
ENST00000584271	0	0	0	0
ENST00000584840	0	0	0	0
ENST00000585040	0	0	0	0
ENST00000585273	0	0	0	0
ENST00000586552	0	0	0	0
ENST00000588753	0	2098.84203143656	0	2098.84203143656
ENST00000589300	0	0	0	0
ENST00000590829	0	3291.91629265609	0	3291.91629265609
ENST00000591223	3130.76441891483	0	3130.76441891483	0
ENST00000593338	0	0	0	0
ENST00000593619	0	0	0	0
ENST00000593977	0	5139.23669414853	0	5139.23669414853
ENST00000594149	0	0	0	0
ENST00000594320	0	0	0	0
ENST00000594370	0	0	0	0
ENST00000594752	0	0	0	0
ENST00000595747	0	0	0	0
ENST00000596207	0	0	0	0
ENST00000596365	0	0	0	0
ENST00000596385	0	0	0	0
ENST00000596669	1169.40091173831	0	1169.40091173831	0
ENST00000597626	0	0	0	0
ENST00000597894	0	4142.60773116397	0	4142.60773116397
ENST00000599421	0	0	0	0
ENST00000599569	0	417.007285209824	0	417.007285209824
ENST00000599572	0	0	0	0
ENST00000599962	0	1523.88798487052	0	1523.88798487052
ENST00000600155	0	0	0	0
ENST00000600590	0	0	0	0
ENST00000601471	0	0	0	0
ENST00000602323	0	0	0	0
ENST00000602339	0	0	0	0
ENST00000602454	0	0	0	0
ENST00000602505	0	0	0	0
ENST00000602568	2184.04132882498	2447.34869988341	2184.04132882498	2447.34869988341
ENST00000602580	0	0	0	0
ENST00000602620	0	0	0	0
ENST00000602654	0	0	0	0
ENST00000602659	278.330856625943	156.083988970268	278.330856625943	156.083988970268
ENST00000602892	0	0	0	0
ENST00000602901	0	0	0	0
ENST00000602921	0	0	0	0
ENST00000602935	0	0	0	0
ENST00000603064	0	0	0	0
ENST00000603349	0	0	0	0
ENST00000604662	0	0	0	0
ENST00000604687	2084.22720582372	0	2084.22720582372	0
ENST00000605450	0	0	0	0
ENST00000606322	0	0	0	0
ENST00000607049	0	0	0	0
ENST00000607150	0	0	0	0
ENST00000607953	1863.76867621397	0	1863.76867621397	0
ENST00000608043	0	7935.80189803564	0	7935.80189803564
ENST00000608072	3005.11621935863	0	3005.11621935863	0
ENST00000608289	0	0	0	0
ENST00000608391	0	0	0	0
ENST00000608405	1438.43896607872	1612.38714648792	1438.43896607872	1612.38714648792
ENST00000608410	0	0	0	0
ENST00000608431	0	0	0	0
ENST00000608591	0	0	0	0
ENST00000608622	0	0	0	0
ENST00000608632	0	0	0	0
ENST00000608641	0	0	0	0
ENST00000608665	0	4076.46063402069	0	4076.46063402069
ENST00000608690	0	0	0	0
ENST00000608759	0	0	0	0
ENST00000608767	0	6092.81550499376	0	6092.81550499376
ENST00000608783	0	0	0	0
ENST00000608809	0	0	0	0
ENST00000609062	0	0	0	0
ENST00000609132	0	1487.50991581053	0	1487.50991581053
ENST00000609192	0	0	0	0
ENST00000609325	0	0	0	0
ENST00000609365	0	0	0	0
ENST00000609461	0	0	0	0
ENST00000609556	0	0	0	0
ENST00000609592	0	0	0	0
ENST00000609664	0	0	0	0
ENST00000609694	0	0	0	0
ENST00000609713	79.6392871143932	267.975238911648	79.6392871143932	267.975238911648
ENST00000609782	0	0	0	0
ENST00000609910	2799.08998950157	6271.39309403841	2799.08998950157	6271.39309403841
ENST00000609934	6742.05248836315	0	6742.05248836315	0
ENST00000609947	0	0	0	0
ENST00000609953	0	0	0	0
ENST00000609985	0	0	0	0
ENST00000610063	0	0	0	0
ENST00000610200	0	0	0	0
ENST00000610236	0	0	0	0
ENST00000610276	0	0	0	0
ENST00000610460	0	0	0	0
ENST00000610482	0	0	0	0
ENST00000610664	0	0	0	0
ENST00000610788	0	0	0	0
ENST00000610988	0	0	0	0
ENST00000611026	0	0	0	0
ENST00000611195	0	0	0	0
ENST00000611656	0	0	0	0
ENST00000611755	0	0	0	0
ENST00000611936	0	0	0	0
ENST00000611994	0	0	0	0
ENST00000612139	0	0	0	0
ENST00000612267	0	0	0	0
ENST00000612273	0	358.707079259843	0	358.707079259843
ENST00000612277	0.0345506950652897	0	0.0345506950652897	0
ENST00000612326	0	1062.65653283888	0	1062.65653283888
ENST00000612331	0	0	0	0
ENST00000612463	0	0	0	0
ENST00000612472	0	0	0	0
ENST00000612610	0	0	0	0
ENST00000612624	0	1027.17711808619	0	1027.17711808619
ENST00000612702	0	0	0	0
ENST00000612746	0	0	0	0
ENST00000612957	0	0	0	0
ENST00000613045	0	0	0	0
ENST00000613245	0	0	0	0
ENST00000613317	0	0	0	0
ENST00000613359	0	0	0	0
ENST00000613488	0	1173.68546682601	0	1173.68546682601
ENST00000613499	0	0	0	0
ENST00000613590	0	0	0	0
ENST00000613667	0	0	0	0
ENST00000613691	0	0	0	0
ENST00000613704	0	0	0	0
ENST00000613803	0	0	0	0
ENST00000613894	0	567.131131721066	0	567.131131721066
ENST00000613967	0	0	0	0
ENST00000613970	2457.41389106111	2754.840118006	2457.41389106111	2754.840118006
ENST00000614229	0	687.795341635849	0	687.795341635849
ENST00000614260	0	0	0	0
ENST00000614492	0	0	0	0
ENST00000614538	0	0	0	0
ENST00000614971	1.38431050610501	1.75415933136487	1.38431050610501	1.75415933136487
ENST00000615172	337.524978720886	378.525265989109	337.524978720886	378.525265989109
ENST00000615262	0	0	0	0
ENST00000615324	0	0	0	0
ENST00000615444	0	0	0	0
ENST00000615480	0	0	0	0
ENST00000615718	1594.49736498838	0	1594.49736498838	0
ENST00000615804	0	0	0	0
ENST00000615826	0	0	0	0
ENST00000615847	0	0	0	0
ENST00000615959	10687.8717114399	10949.2672601255	10687.8717114399	10949.2672601255
ENST00000616030	0	0	0	0
ENST00000616420	0	0	0	0
ENST00000616483	0	0	0	0
ENST00000616522	0	0	0	0
ENST00000616529	0	0	0	0
ENST00000616627	0	0	0	0
ENST00000616647	0	0	0	0
ENST00000616689	0	0	0	0
ENST00000616808	0	0	0	0
ENST00000616815	2893.0968399315	0	2893.0968399315	0
ENST00000616920	0	0	0	0
ENST00000616952	0	0	0	0
ENST00000617004	0	0	0	0
ENST00000617062	0	0	0	0
ENST00000617205	1653.1412151814	1852.87742997378	1653.1412151814	1852.87742997378
ENST00000617313	0	0	0	0
ENST00000617336	0	0	0	0
ENST00000617390	0	0	0	0
ENST00000617417	0	0	0	0
ENST00000617668	0	0	0	0
ENST00000617706	0	0	0	0
ENST00000617716	924.863451018036	598.075898513632	924.863451018036	598.075898513632
ENST00000617746	0	0	0	0
ENST00000617755	3203.81039209475	0	3203.81039209475	0
ENST00000617854	0	0	0	0
ENST00000617870	0	0	0	0
ENST00000617971	0	0	0	0
ENST00000618007	0	0	0	0
ENST00000618024	0	0	0	0
ENST00000618423	0	0	0	0
ENST00000618699	0	0	0	0
ENST00000618749	0	0	0	0
ENST00000618832	0	0	0	0
ENST00000619005	0	0	0	0
ENST00000619030	0	0	0	0
ENST00000619053	10449.0261900047	11909.9484075014	10449.0261900047	11909.9484075014
ENST00000619112	0	0	0	0
ENST00000619120	0	0	0	0
ENST00000619222	234.865999286238	0	234.865999286238	0
ENST00000619242	0	0	0	0
ENST00000619252	0	0	0	0
ENST00000619419	0	0	0	0
ENST00000619471	0	0	0	0
ENST00000619488	0	0	0	0
ENST00000619537	0	0	0	0
ENST00000619549	0	0	0	0
ENST00000619610	0	0	0	0
ENST00000619682	1886.65148408718	185.95429482959	1886.65148408718	185.95429482959
ENST00000619798	0	0	0	0
ENST00000619874	0	0	0	0
ENST00000620015	3056.32431751634	197.317947496634	3056.32431751634	197.317947496634
ENST00000620065	0	0	0	0
ENST00000620163	5659.47874189014	6339.9776745586	5659.47874189014	6339.9776745586
ENST00000620221	0	0	0	0
ENST00000620442	0	0	0	0
ENST00000620481	0	0	0	0
ENST00000620528	0	0	0	0
ENST00000620580	760.498513388581	740.493817768879	760.498513388581	740.493817768879
ENST00000620684	0	0	0	0
ENST00000620920	0	0	0	0
ENST00000621064	0	93.2593697824762	0	93.2593697824762
ENST00000621162	0	0	0	0
ENST00000621201	0	0	0	0
ENST00000621412	0	0	0	0
ENST00000621478	471.989726450289	0	471.989726450289	0
ENST00000621601	0	0	0	0
ENST00000621707	0	0	0	0
ENST00000621909	0	0	0	0
ENST00000621924	0	0	0	0
ENST00000622028	0	0	0	0
ENST00000622113	0	0	0	0
ENST00000622171	0	0	0	0
ENST00000622292	0	0	0	0
ENST00000622352	0	0	0	0
ENST00000622482	0	0	0	0
ENST00000622592	0	0	0	0
ENST00000622690	0	0	0	0
ENST00000622854	0	0	0	0
ENST00000622911	0	0	0	0
ENST00000622914	416.903706049875	0	416.903706049875	0
ENST00000622915	0	1177.28801222941	0	1177.28801222941
ENST00000622934	0	0	0	0
ENST00000622939	0	0	0	0
ENST00000622961	2434.2663522609	0	2434.2663522609	0
ENST00000622995	5476.90610567119	0	5476.90610567119	0
ENST00000623011	203.593675753641	242.409823715039	203.593675753641	242.409823715039
ENST00000623047	0	0	0	0
ENST00000623050	0	0	0	0
ENST00000623061	0	0	0	0
ENST00000623095	0	0	0	0
ENST00000623098	0	0	0	0
ENST00000623106	0	0	0	0
ENST00000623119	0	160.639652862466	0	160.639652862466
ENST00000623131	0	0	0	0
ENST00000623161	0	0	0	0
ENST00000623165	0	0	0	0
ENST00000623182	0	0	0	0
ENST00000623188	0	0	0	0
ENST00000623190	0	0	0	0
ENST00000623201	0	0	0	0
ENST00000623217	0	17072.6944332018	0	17072.6944332018
ENST00000623225	0	0	0	0
ENST00000623227	0	0	0	0
ENST00000623236	0	0	0	0
ENST00000623297	39.6788653265487	42.7263516745941	39.6788653265487	42.7263516745941
ENST00000623313	0	0	0	0
ENST00000623324	0	0	0	0
ENST00000623347	0	0	0	0
ENST00000623352	0	0	0	0
ENST00000623370	0	0	0	0
ENST00000623374	44.2597071081083	0	44.2597071081083	0
ENST00000623375	421.935764512977	459.004630714074	421.935764512977	459.004630714074
ENST00000623377	0	0	0	0
ENST00000623390	0	0	0	0
ENST00000623394	0	0	0	0
ENST00000623405	0	0	0	0
ENST00000623408	0	0	0	0
ENST00000623409	0	0	0	0
ENST00000623436	0	0	0	0
ENST00000623449	0	0	0	0
ENST00000623476	0	3811.67240420042	0	3811.67240420042
ENST00000623484	0	0	0	0
ENST00000623506	0	0	0	0
ENST00000623518	0	0	0	0
ENST00000623549	0	0	0	0
ENST00000623554	0	0	0	0
ENST00000623559	1547.54681472792	1734.60570891858	1547.54681472792	1734.60570891858
ENST00000623575	0	0	0	0
ENST00000623579	0	1825.64758592298	0	1825.64758592298
ENST00000623587	0	0	0	0
ENST00000623637	0	0	0	0
ENST00000623638	729.668486085458	0	729.668486085458	0
ENST00000623643	0	0	0	0
ENST00000623647	0	0	0	0
ENST00000623661	0	0	0	0
ENST00000623664	0	0	0	0
ENST00000623678	0	0	0	0
ENST00000623703	1911.17830305464	714.350691853891	1911.17830305464	714.350691853891
ENST00000623720	0	0	0	0
ENST00000623723	0	0	0	0
ENST00000623738	0	0	0	0
ENST00000623744	645.114473505868	1337.95842481084	645.114473505868	1337.95842481084
ENST00000623753	0	0	0	0
ENST00000623768	0	0	0	0
ENST00000623771	0	0	0	0
ENST00000623783	0	0	0	0
ENST00000623794	0	0	0	0
ENST00000623795	0	0	0	0
ENST00000623797	0	0	0	0
ENST00000623803	0	0	0	0
ENST00000623809	0	0	0	0
ENST00000623810	0	0	0	0
ENST00000623860	0	0	0	0
ENST00000623887	0	0	0	0
ENST00000623892	0	0	0	0
ENST00000623896	0	0	0	0
ENST00000623903	0	0	0	0
ENST00000623914	0	0	0	0
ENST00000623919	0	0	0	0
ENST00000623928	0	0	0	0
ENST00000623929	0	0	0	0
ENST00000623933	0	0	0	0
ENST00000623939	0	0	0	0
ENST00000623950	0	0	0	0
ENST00000623954	1886.44345008633	0	1886.44345008633	0
ENST00000623960	0	0	0	0
ENST00000623962	0	0	0	0
ENST00000623983	0	0	0	0
ENST00000623989	0	0	0	0
ENST00000623998	0	0	0	0
ENST00000624019	0	0	0	0
ENST00000624041	0	1465.63870783765	0	1465.63870783765
ENST00000624042	0	0	0	0
ENST00000624052	0	0	0	0
ENST00000624077	0	0	0	0
ENST00000624080	0	2404.81816130698	0	2404.81816130698
ENST00000624081	0	0	0	0
ENST00000624086	0	0	0	0
ENST00000624105	0	0	0	0
ENST00000624113	0	0	0	0
ENST00000624120	0	0	0	0
ENST00000624130	0	0	0	0
ENST00000624153	0	0	0	0
ENST00000624162	2267.0656755868	2540.28938593129	2267.0656755868	2540.28938593129
ENST00000624164	0	0	0	0
ENST00000624165	0	0	0	0
ENST00000624181	0	0	0	0
ENST00000624226	0	0	0	0
ENST00000624240	0	0	0	0
ENST00000624261	0	0	0	0
ENST00000624263	0	0	0	0
ENST00000624266	0	0	0	0
ENST00000624291	0	0	0	0
ENST00000624304	55.3812598459656	144.214941106114	55.3812598459656	144.214941106114
ENST00000624310	0	0	0	0
ENST00000624312	0	0	0	0
ENST00000624353	3856.41347085284	8767.95801458395	3856.41347085284	8767.95801458395
ENST00000624368	0	0	0	0
ENST00000624405	12913.7732614789	0	12913.7732614789	0
ENST00000624406	0	0	0	0
ENST00000624412	0	0	0	0
ENST00000624444	59.7404008255894	0	59.7404008255894	0
ENST00000624445	0	0	0	0
ENST00000624446	0	0	0	0
ENST00000624461	0	0	0	0
ENST00000624484	0	0	0	0
ENST00000624506	0	0	0	0
ENST00000624516	0	0	0	0
ENST00000624519	0	0	0	0
ENST00000624520	0	0	0	0
ENST00000624534	0	0	0	0
ENST00000624561	0	0	0	0
ENST00000624576	0	0	0	0
ENST00000624595	0	0	0	0
ENST00000624627	0	0	0	0
ENST00000624633	0	0	0	0
ENST00000624648	2268.84373074371	0	2268.84373074371	0
ENST00000624662	0	0	0	0
ENST00000624669	0	0	0	0
ENST00000624691	0	0	0	0
ENST00000624714	0	0	0	0
ENST00000624728	0	0	0	0
ENST00000624736	0	0	0	0
ENST00000624739	27.7325764071868	79.1303743760458	27.7325764071868	79.1303743760458
ENST00000624748	0	0	0	0
ENST00000624758	0	822.306362984544	0	822.306362984544
ENST00000624791	0	0	0	0
ENST00000624800	1180.0807224518	1322.93689078746	1180.0807224518	1322.93689078746
ENST00000624806	0	0	0	0
ENST00000624808	0	0	0	0
ENST00000624810	0	3679.71781088487	0	3679.71781088487
ENST00000624813	0	0	0	0
ENST00000624821	0	1488.21320393304	0	1488.21320393304
ENST00000624846	0	0	0	0
ENST00000624847	0	0	0	0
ENST00000624852	0	0	0	0
ENST00000624859	0	0	0	0
ENST00000624872	0	0	0	0
ENST00000624883	0	0	0	0
ENST00000624901	0	0	0	0
ENST00000624906	0	0	0	0
ENST00000624907	0	0	0	0
ENST00000624921	0	0	0	0
ENST00000624932	0	0	0	0
ENST00000624934	0	0	0	0
ENST00000624937	0	0	0	0
ENST00000624951	0	0	0	0
ENST00000624965	0	0	0	0
ENST00000624968	0	2664.8435854279	0	2664.8435854279
ENST00000624971	0	0	0	0
ENST00000625005	0	0	0	0
ENST00000625012	591.832333499108	0	591.832333499108	0
ENST00000625014	0	0	0	0
ENST00000625020	0	0	0	0
ENST00000625036	0	0	0	0
ENST00000625079	0	0	0	0
ENST00000625096	0	0	0	0
ENST00000625098	0	0	0	0
ENST00000625115	0	0	0	0
ENST00000625153	2539.6935658403	2161.4440701343	2539.6935658403	2161.4440701343
ENST00000625184	0	0	0	0
ENST00000625185	0	0	0	0
ENST00000625189	0	0	0	0
ENST00000625278	0	0	0	0
ENST00000625598	9213.42769420675	8581.36883718543	9213.42769420675	8581.36883718543
ENST00000626237	0	187.723176089701	0	187.723176089701
ENST00000626259	0	0	0	0
ENST00000626421	0	25576.2935147006	0	25576.2935147006
ENST00000626681	0	2876.39449095135	0	2876.39449095135
ENST00000626933	1490.99949131994	0	1490.99949131994	0
ENST00000626972	0	0	0	0
ENST00000626994	2056.58335489065	0	2056.58335489065	0
ENST00000627623	2767.6992095662	0	2767.6992095662	0
ENST00000627981	9213.42769420675	8581.36883718543	9213.42769420675	8581.36883718543
ENST00000628044	0	0	0	0
ENST00000628202	0	0	0	0
ENST00000628776	0	0	0	0
ENST00000628906	0	0	0	0
ENST00000629643	0	2.51889479219844e-06	0	2.51889479219844e-06
ENST00000629969	3455.03538532753	2145.34220929636	3455.03538532753	2145.34220929636
ENST00000630077	0	807.204140711622	0	807.204140711622
ENST00000630155	0	401.415139493337	0	401.415139493337
ENST00000630211	0	0	0	0
ENST00000630354	0	0	0	0
ENST00000630751	1409.66905940971	0	1409.66905940971	0
ENST00000631186	0	0	0	0
ENST00000631211	9213.42769420675	8581.36883718543	9213.42769420675	8581.36883718543
ENST00000631642	0	0	0	0
ENST00000632537	0	0	0	0
ENST00000632732	0	0	0	0
ENST00000633442	0	0	0	0
ENST00000633593	0	0	0	0
ENST00000634020	0	0	0	0
ENST00000634021	0	0	0	0
ENST00000634453	0	0	0	0
ENST00000634642	0	0	0	0
ENST00000634644	0	0	0	0
ENST00000634659	0	0	0	0
ENST00000634708	0	0	0	0
ENST00000634718	0	0	0	0
ENST00000634853	0	0	0	0
ENST00000635001	0	0	0	0
ENST00000635108	0	0	0	0
ENST00000635189	0	0	0	0
ENST00000635225	0	0	0	0
ENST00000635325	0	0	0	0
ENST00000635525	0	0	0	0
ENST00000635621	0	0	0	0
ENST00000635684	0	0	0	0
ENST00000635845	0	0	0	0
ENST00000636177	0	221.508740155028	0	221.508740155028
ENST00000636315	0	0	0	0
ENST00000636403	0	0	0	0
ENST00000636887	86.7235743439806	92.1291525605032	86.7235743439806	92.1291525605032
ENST00000636923	0	859.691206144503	0	859.691206144503
ENST00000637031	0	0	0	0
ENST00000637157	0	0	0	0
ENST00000637320	0	0	0	0
ENST00000637328	0	0	0	0
ENST00000637630	0	0	0	0
ENST00000637650	792.3312620634	0	792.3312620634	0
ENST00000637940	431.743915843391	1299.63376814425	431.743915843391	1299.63376814425
ENST00000637963	2400.43137867347	0	2400.43137867347	0
ENST00000638122	0	0	0	0
ENST00000638500	0	0	0	0
ENST00000639959	3.95345818444378	0	3.95345818444378	0
ENST00000639996	0	0	0	0
ENST00000640406	0	0	0	0
ENST00000642309	0	0	0	0
ENST00000642437	0	0	0	0
ENST00000642623	0	0	0	0
ENST00000642815	3842.54676565979	5346.0700354767	3842.54676565979	5346.0700354767
ENST00000643355	458.484614435586	1028.30162363221	458.484614435586	1028.30162363221
ENST00000643357	0	0	0	0
ENST00000643466	0	0	0	0
ENST00000643551	1088.58101241962	0	1088.58101241962	0
ENST00000643624	0	0	0	0
ENST00000643808	0	0	0	0
ENST00000643854	605.230792852249	0	605.230792852249	0
ENST00000644251	1789.22860475966	0	1789.22860475966	0
ENST00000644276	0	0	0	0
ENST00000644288	0	0	0	0
ENST00000644367	0	0	0	0
ENST00000644384	0	0	0	0
ENST00000644689	0	0	0	0
ENST00000644750	0	0	0	0
ENST00000644871	0	9072.79476078945	0	9072.79476078945
ENST00000644942	0	0	0	0
ENST00000645093	0	0	0	0
ENST00000645185	0	0	0	0
ENST00000645424	0	0	0	0
ENST00000645487	0	0	0	0
ENST00000645774	0	0	0	0
ENST00000645813	688.944802600197	515.113357068794	688.944802600197	515.113357068794
ENST00000646133	0	0	0	0
ENST00000646150	0	0	0	0
ENST00000646224	0	0	0	0
ENST00000646351	177.493458600435	199.068249031576	177.493458600435	199.068249031576
ENST00000646523	0	0	0	0
ENST00000646548	627.2386027009	449.980441379567	627.2386027009	449.980441379567
ENST00000646873	1623.03525105028	2080.04906623143	1623.03525105028	2080.04906623143
ENST00000647101	0	0	0	0
ENST00000647108	0	888.308776863155	0	888.308776863155
ENST00000647188	0	0	0	0
ENST00000647425	0	0	0	0
ENST00000647504	0	0	0	0
ENST00000647678	0	688.883208705706	0	688.883208705706
ENST00000647779	0	0	0	0
ENST00000647911	1127.24124821299	0	1127.24124821299	0
ENST00000648253	0	0	0	0
ENST00000648495	0	0	0	0
ENST00000649100	0	0	0	0
ENST00000649170	0	0	0	0
ENST00000649224	0	0	0	0
ENST00000649499	0	0	0	0
ENST00000649822	0	688.883208705706	0	688.883208705706
ENST00000650208	0	0	0	0
ENST00000650376	0	0	0	0
