	target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
1	ENST00000491703	5.48635642135505e-09	5.15717503607375e-07	-2.35341518183294	0.403555191436748	0.483560410356527	1.84618767269393	0.16285679253555	-0.16285679253555	0	0
2	ENST00000291572	4.35818598485624e-08	2.04834741288243e-06	-2.75926170831592	0.50391155383341	0.686483673598013	2.53784172499282	0.253926854086802	-0.253926854086802	0	0
3	ENST00000474114	2.48999338086693e-07	7.80197926004971e-06	2.62552211349758	0.508974764055785	0.619613876188842	2.29778878948826	0.259055310445642	-0.259055310445642	0	0
4	ENST00000398158	2.76664665970564e-05	0.000650161965030826	2.82988489294212	0.675088915421296	0.721795265911116	2.66941616910068	0.455745043724701	-0.455745043724701	0	0
5	ENST00000496121	7.64971859327109e-05	0.00143814709553496	2.61505563333169	0.661182865611022	0.614380636105901	2.27950532180661	0.437162781777602	-0.437162781777602	0	0
6	ENST00000491298	0.000116720660403916	0.00182862367966134	2.52730193190457	0.65594568099499	0.570503785392338	2.12908501833619	0.430264736415981	-0.430264736415981	0	0
7	ENST00000351429	0.000372423834972116	0.00388976005415321	-2.89014088664417	0.812090274083208	0.75192326276214	2.78430478155078	0.659490613260539	-0.659490613260539	0	0
8	ENST00000438952	0.000371305381218457	0.00388976005415321	-2.72460801417715	0.765407890110856	0.66915682652863	2.47449627697278	0.585849238243953	-0.585849238243953	0	0
9	ENST00000471909	0.000329201511163433	0.00388976005415321	3.09444352699754	0.861682051214338	0.854074582938825	3.19186024725899	0.742495957384949	-0.742495957384949	0	0
10	ENST00000613488	0.000523626834747712	0.0049220922466285	2.63555650610931	0.759883434785537	0.624631072494708	2.31538603229836	0.577422834461466	-0.577422834461466	0	0
11	ENST00000327505	0.000638996907948195	0.0054605190315573	2.49092257080973	0.729513579528209	0.552314163753891	2.06823175125644	0.532190062716061	-0.532190062716061	0	0
12	ENST00000398505	0.00147315187139705	0.0115396896592769	2.47777403371991	0.779193571939112	0.54573983630001	2.04645472072554	0.607142622551232	-0.607142622551232	0	0
13	ENST00000497547	0.00174881006982539	0.0126452420433528	-2.81553877481227	0.899569227513886	0.71462220684619	2.64241953082379	0.809224795089929	-0.809224795089929	0	0
14	ENST00000270162	0.00294031753959446	0.0173339556045546	-2.34588687816018	0.788822543401805	0.479796258520146	1.83439508170804	0.622241004978893	-0.622241004978893	0	0
15	ENST00000286827	0.00295046052843482	0.0173339556045546	-3.12764245987643	1.05206776919257	0.8706800118762	3.2607157856073	1.10684659097384	-1.10684659097384	0	0
16	ENST00000397728	0.00280238307501216	0.0173339556045546	-2.76656787834255	0.925700067767311	0.690136758611329	2.55129927515893	0.856920615464404	-0.856920615464404	0	0
17	ENST00000303775	0.00372663927307491	0.0191731468557132	2.44946690658655	0.844521689778943	0.532294996946803	1.99996270882089	0.713216884507082	-0.713216884507082	0	0
18	ENST00000397857	0.00386695082583402	0.0191731468557132	3.23479053982618	1.11976337895293	0.926048005791937	3.48795661218298	1.25387002484409	-1.25387002484409	0	0
19	ENST00000630077	0.00387542330062287	0.0191731468557132	2.65456565163032	0.919130246138337	0.634135645255214	2.34890626627183	0.84480040936632	-0.84480040936632	0	0
20	ENST00000398457	0.00504973944665671	0.0237337753992865	2.45017563080002	0.873863161723422	0.531940634840065	2.00112020725543	0.763636825417257	-0.763636825417257	0	0
21	ENST00000481546	0.00567171316684986	0.0242336835310858	-2.71324698223766	0.98086403989554	0.663476310558884	2.45390306220726	0.962094264760201	-0.962094264760201	0	0
22	ENST00000541036	0.00550090828298048	0.0242336835310858	3.05807089688429	1.10155632882527	0.835888267882198	3.11726587012355	1.213426345575	-1.213426345575	0	0
23	ENST00000397852	0.00891038036967073	0.0348989897812104	-3.11203598248815	1.18985561830312	0.86287081068413	3.22825598543366	1.41575639240749	-1.41575639240749	0	0
24	ENST00000455164	0.00854035965417113	0.0348989897812104	-3.11208835965858	1.18333710595241	0.862896999269346	3.22836465277415	1.40028670632383	-1.40028670632383	0	0
25	ENST00000398600	0.010811709662834	0.0406520283322558	-2.40121097457216	0.942121920796832	0.507458306726134	1.92193804813526	0.887593713645912	-0.887593713645912	0	0
26	ENST00000291592	0.0203536776347447	0.0717612458712635	0.768115619588501	0.331118080856318	2.34552783249265	0.196667201685276	0.109639183469971	-0.109639183469971	0	0
27	ENST00000623476	0.0206122727502565	0.0717612458712635	2.65489997667616	1.14681907567687	0.634302807778135	2.34949796205169	1.31519399233636	-1.31519399233636	0	0
28	ENST00000425147	0.0295798888015004	0.0993039124050369	0.84454176614502	0.388175355047324	2.07501058067275	0.237750264921117	0.150680106266116	-0.150680106266116	0	0
29	ENST00000381151	0.0372226400146769	0.120652695219987	-0.722686028930382	0.346892565267121	2.28620889244121	0.174091698803721	0.120334451837604	-0.120334451837604	0	0
30	ENST00000447844	0.0398932086982612	0.124998720587885	1.19787272815954	0.582948147127993	1.46960441938098	0.47829969095613	0.33982854223996	-0.33982854223996	0	0
31	ENST00000311124	0.0453660845312504	0.137561675675405	-1.10925293990121	0.554281663421319	1.51706633247181	0.410147361559828	0.307228162405104	-0.307228162405104	0	0
32	ENST00000475639	0.078645944958769	0.231022463316384	0.975600402655003	0.554760572658602	1.41919531119568	0.317265381886868	0.3077592929765	-0.3077592929765	0	0
33	ENST00000609713	0.0822602086580684	0.23431695799571	1.0541978226748	0.60665583650845	1.39776696663861	0.370444349777432	0.368031303969767	-0.368031303969767	0	0
34	ENST00000432988	0.0974745449304514	0.269488447748895	-1.03093292044739	0.622084880723936	1.61610566880998	0.354274228820727	0.386989598825314	-0.386989598825314	0	0
35	ENST00000330714	0.113725380142108	0.305433878095946	1.13679084910806	0.718729116779196	1.8646674554409	0.430764478205278	0.516571543306204	-0.516571543306204	0	0
36	ENST00000455567	0.120512827375056	0.314672382590424	-0.901460643347844	0.580604352323731	1.41317018419513	0.27087709716837	0.337101413937259	-0.337101413937259	0	0
37	ENST00000291688	0.162524210286115	0.391725019663969	1.05410625060029	0.754748652567083	1.71847699014175	0.370379995851536	0.569645528551828	-0.569645528551828	0	0
38	ENST00000358455	0.15844358455451	0.391725019663969	-0.856532280977824	0.607329488866565	1.39070600301012	0.244549182785691	0.368849108046923	-0.368849108046923	0	0
39	ENST00000483977	0.162207288483871	0.391725019663969	0.949161975598946	0.679095138889555	1.88285809303255	0.300302818640964	0.461170207663424	-0.461170207663424	0	0
40	ENST00000361534	0.174011776085503	0.399650303521427	-1.05520379686015	0.776213003205668	1.1485521596547	0.371151684302689	0.602506626345563	-0.602506626345563	0	0
41	ENST00000623744	0.174315557918921	0.399650303521427	0.650890253493005	0.479135871566067	1.55659962564251	0.141219374030729	0.229571183421375	-0.229571183421375	0	0
42	ENST00000466134	0.182002038443674	0.407337895564413	1.13547055865913	0.850784425041813	1.39409329681212	0.429764463193895	0.723834137893729	-0.723834137893729	0	0
43	ENST00000400362	0.191580712613908	0.409286067856986	-0.878050540327577	0.672363096360729	2.13711674277112	0.256990917123184	0.452072133347786	-0.452072133347786	0	0
44	ENST00000468392	0.189733415709744	0.409286067856986	-1.47832160909452	1.12731242931354	1.28031481705988	0.72847825997194	1.2708333132848	-1.2708333132848	0	0
45	ENST00000478268	0.226876881508932	0.473920596929769	-0.636213626117838	0.526473809200182	1.69963796597624	0.134922592686003	0.277174671773749	-0.277174671773749	0	0
46	ENST00000466846	0.232274123022677	0.474647120959383	-0.824885175240874	0.690557122305297	1.37488245014164	0.226811850777389	0.476869139166573	-0.476869139166573	0	0
47	ENST00000496462	0.252443155653362	0.504886311306724	-0.591266660821106	0.516644899667096	1.79662457385212	0.11653208806618	0.266921952352024	-0.266921952352024	0	0
48	ENST00000340344	0.268132128396547	0.525092084776572	0.316197486823993	0.28553803717673	2.75445097015828	0.0333269502246031	0.0815319706747396	-0.0815319706747396	0	0
49	ENST00000398548	0.27589044743784	0.529259225697081	1.115804181849	1.02405162912952	1.57642246690637	0.415006324077241	1.04868173912281	-1.04868173912281	0	0
50	ENST00000398598	0.282307508146411	0.530738115315253	1.25937188877305	1.17134512297705	3.27852588058433	0.528672518077269	1.37204939712211	-1.37204939712211	0	0
51	ENST00000481883	0.296394026373084	0.546294872138626	-0.550985601123118	0.527664167490268	1.47466596316123	0.101195044215001	0.278429473653198	-0.278429473653198	0	0
52	ENST00000347667	0.323918462124585	0.585544912302135	-0.690890222716791	0.700389239341121	1.51283659169678	0.159109766615219	0.490545086584833	-0.490545086584833	0	0
53	ENST00000270112	0.394584711068799	0.695413729499613	0.459116893997625	0.539292142530669	1.75600558413358	0.0702627741180089	0.29083601499532	-0.29083601499532	0	0
54	ENST00000399120	0.405076813659446	0.695413729499613	-0.878962518339374	1.05569853055374	1.49592109915101	0.257525036215165	1.11449938741332	-1.11449938741332	0	0
55	ENST00000448927	0.406891011941263	0.695413729499613	0.403828860626896	0.486906165067431	1.81928972564329	0.0543592495584056	0.237077613580672	-0.237077613580672	0	0
56	ENST00000342449	0.416164657380087	0.698562103459431	-0.273225506797289	0.336032235726211	2.72672848402182	0.0248840591882118	0.112917663447156	-0.112917663447156	0	0
57	ENST00000427447	0.47185481505495	0.778146537108163	-0.469672501320318	0.652808514375608	1.4875048827843	0.0735307528321614	0.426158956441289	-0.426158956441289	0	0
58	ENST00000405436	0.484059333443731	0.784509954201908	-0.63847189997651	0.912378248866583	1.54537786876206	0.135882122353205	0.832434069004852	-0.832434069004852	0	0
59	ENST00000646548	0.492525142255859	0.784701074102555	-0.317981234705497	0.463328153351083	2.46441482020096	0.0337040218749442	0.214672977687724	-0.214672977687724	0	0
60	ENST00000270139	0.555067908909871	0.805551439161201	0.298660140499349	0.506046592018553	1.65791311299221	0.029732626507697	0.256083153293591	-0.256083153293591	0	0
61	ENST00000332512	0.553341249323378	0.805551439161201	0.303773833389498	0.512472883634145	1.60514153354533	0.0307595139507168	0.262628456460296	-0.262628456460296	0	0
62	ENST00000344691	0.557030250483809	0.805551439161201	-0.486810903048813	0.828955355123492	2.56311966088969	0.0789949517757335	0.687166980787914	-0.687166980787914	0	0
63	ENST00000382751	0.530180414635412	0.805551439161201	0.213074559361531	0.339436293649175	2.40335878241703	0.0151335892823702	0.115216997446289	-0.115216997446289	0	0
64	ENST00000439274	0.530109515251359	0.805551439161201	0.71798618794424	1.14358356743832	1.42144412688901	0.171834722026234	1.30778337571496	-1.30778337571496	0	0
65	ENST00000467358	0.552471464646283	0.805551439161201	0.222855872237316	0.375139853472266	2.10412286015178	0.0165549132635516	0.140729909663194	-0.140729909663194	0	0
66	ENST00000290299	0.566478900596969	0.806803282668411	0.669861363248681	1.16854312459856	2.15745241139057	0.149571415324461	1.36549303404657	-1.36549303404657	0	0
67	ENST00000314103	0.626749810565884	0.830254551407002	0.192206808215358	0.395237929814013	1.97243737935308	0.0123144857081118	0.156213021163666	-0.156213021163666	0	0
68	ENST00000336648	0.611256228080403	0.830254551407002	0.473752059880952	0.932067053340529	1.7311686058265	0.0748136714138152	0.868748991922897	-0.868748991922897	0	0
69	ENST00000399017	0.627107161169119	0.830254551407002	0.206994223998254	0.426087143834102	2.2519608720709	0.0142822029228798	0.181550254140703	-0.181550254140703	0	0
70	ENST00000399804	0.621259891301621	0.830254551407002	0.383960559494579	0.777144985391061	1.73877370119339	0.04914190374913	0.603954328318472	-0.603954328318472	0	0
71	ENST00000456917	0.613378349302413	0.830254551407002	0.111620139286541	0.220917557098191	2.91781400389766	0.00415301849811559	0.0488045670342325	-0.0488045670342325	0	0
72	ENST00000646873	0.643016949888018	0.839494351242691	0.224173270579695	0.483669149810045	1.64494181495023	0.0167512184141325	0.233935846477971	-0.233935846477971	0	0
73	ENST00000270142	0.655586098819948	0.844179360124317	-0.465258690296279	1.04314482658083	1.9629256804594	0.0721552162987363	1.08815112922235	-1.08815112922235	0	0
74	ENST00000291568	0.714016164614643	0.906993506402385	0.379035607364106	1.03429492560103	2.043528141499	0.047889330549959	1.06976599312404	-1.06976599312404	0	0
75	ENST00000407780	0.763821933023184	0.923207483027191	0.130692335074027	0.434965861537687	2.00319461592374	0.00569349548236731	0.189195300703222	-0.189195300703222	0	0
76	ENST00000625598	0.76606578378852	0.923207483027191	-0.0665717633911007	0.223751889057349	2.15201903655075	0.00147726656033355	0.0500649078567324	-0.0500649078567324	0	0
77	ENST00000627981	0.76606578378852	0.923207483027191	-0.0665717633911007	0.223751889057349	2.15201903655075	0.00147726656033355	0.0500649078567324	-0.0500649078567324	0	0
78	ENST00000631211	0.76606578378852	0.923207483027191	-0.0665717633911007	0.223751889057349	2.15201903655075	0.00147726656033355	0.0500649078567324	-0.0500649078567324	0	0
79	ENST00000498666	0.783933568580133	0.93278171451307	-0.173886553315225	0.634167514143484	2.06067472711897	0.0100788444746162	0.402168435994926	-0.402168435994926	0	0
80	ENST00000333229	0.82383859692772	0.95473036304652	-0.10798316823246	0.485076519885731	2.24047222279371	0.00388678820717328	0.235299230144452	-0.235299230144452	0	0
81	ENST00000345496	0.813823611096174	0.95473036304652	0.188613901248658	0.800921135515256	2.09983574200829	0.0118584012480795	0.641474665315047	-0.641474665315047	0	0
82	ENST00000360525	0.883633421117524	0.95473036304652	-0.0816226123805214	0.557665625399043	1.85410179493358	0.00222075028394029	0.310990949751706	-0.310990949751706	0	0
83	ENST00000360938	0.872842945114767	0.95473036304652	0.0791114745958068	0.494297180374556	1.71747271294217	0.00208620847090765	0.244329702526237	-0.244329702526237	0	0
84	ENST00000480896	0.867431172024127	0.95473036304652	-0.147998877088804	0.886633246904645	2.1036322817066	0.00730122253984898	0.786118514516674	-0.786118514516674	0	0
85	ENST00000485067	0.848731808610016	0.95473036304652	-0.0975145227888434	0.511251759901491	1.60398243620582	0.00316969405157862	0.261378362002372	-0.261378362002372	0	0
86	ENST00000495892	0.875519016768328	0.95473036304652	-0.0619436932589545	0.395421969047423	1.78800029686955	0.00127900704485315	0.156358533605341	-0.156358533605341	0	0
87	ENST00000497493	0.883147988022453	0.95473036304652	0.0827597483656509	0.563068974168992	1.9809923827664	0.00228305864984861	0.317046669671721	-0.317046669671721	0	0
88	ENST00000399151	0.895179184854905	0.956203254689568	-0.0563692634338463	0.427838492057975	2.22232732434955	0.00105916462002479	0.183045775286442	-0.183045775286442	0	0
89	ENST00000490393	0.905341379440123	0.956203254689568	-0.0664834783948817	0.559076214642472	1.71024365091021	0.00147335096649423	0.312566213778955	-0.312566213778955	0	0
90	ENST00000349048	0.940537402894818	0.96098386817514	0.0372672923780349	0.499598836431703	2.72935302083294	0.000462950360396639	0.249598997363912	-0.249598997363912	0	0
91	ENST00000441095	0.933718834040052	0.96098386817514	-0.0215428572018177	0.259031634307425	2.74362899568951	0.000154698232139303	0.0670973875719753	-0.0670973875719753	0	0
92	ENST00000453784	0.933406648717754	0.96098386817514	-0.0367956090414586	0.44035206091851	2.05893720397005	0.000451305614910627	0.193909937555179	-0.193909937555179	0	0
93	ENST00000291547	0.952921464532808	0.963167931893376	-0.0386405751329976	0.654498214170568	1.91065826343973	0.000497698015536279	0.428367912352462	-0.428367912352462	0	0
94	ENST00000496607	0.979349532631096	0.979349532631096	0.0204508946982409	0.790085323624089	1.81739041681401	0.000139413031319513	0.624234818606181	-0.624234818606181	0	0
